id,.site.name,.group,had.read,load,lkl,eff.split,count.eff,count.hard,badness,importance,end.num,tempt,excluded,n.excl
107,Eotvos,c.dissimilar,0,1,5,1,2,7,8,7,545,1,0,7
108,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,10,10,NA,0,0,7
109,Eotvos,c.dissimilar,1,1,3,2,6,8,6,6,543,0,0,7
110,Eotvos,c.dissimilar,1,1,4,1,4,8,6,5,551,0,0,7
111,Eotvos,c.dissimilar,0,0,6,NA,NA,NA,4,5,NA,1,0,7
112,Eotvos,c.dissimilar,0,1,7,2,7,7,8,8,449,1,0,7
113,Eotvos,c.dissimilar,1,1,3,2,6,6,3,4,517,0,0,7
114,Eotvos,c.dissimilar,0,1,3,5,7,7,6,8,522,1,0,7
115,Eotvos,c.dissimilar,0,1,2,1,10,10,8,5,529,1,0,7
116,Eotvos,c.dissimilar,0,1,1,3,4,3,10,9,510,1,0,7
117,Eotvos,c.dissimilar,0,0,1,NA,NA,NA,7,3,NA,1,0,7
118,Eotvos,c.dissimilar,0,0,3,NA,NA,NA,8,7,NA,1,0,7
119,Eotvos,c.dissimilar,0,0,2,NA,NA,NA,10,8,NA,1,0,7
120,Eotvos,c.dissimilar,0,0,2,NA,NA,NA,8,9,NA,1,0,7
121,Eotvos,c.dissimilar,1,0,2,NA,NA,NA,5,8,NA,0,0,7
122,Eotvos,c.dissimilar,1,0,0,NA,NA,NA,9,8,NA,0,0,7
123,Eotvos,c.dissimilar,1,1,4,2,6,6,5,5,512,0,0,7
124,Eotvos,c.dissimilar,1,1,3,4,7,6,7,5,531,0,0,7
125,Eotvos,c.dissimilar,1,1,8,1,9,9,10,3,527,0,0,7
126,Eotvos,c.dissimilar,1,0,2,NA,NA,NA,9,9,NA,0,0,7
127,Eotvos,c.dissimilar,0,1,4,5,5,3,8,4,538,1,0,7
128,Eotvos,c.dissimilar,0,1,5,2,5,8,8,10,520,1,0,7
129,Eotvos,c.dissimilar,0,1,4,5,9,9,9,7,532,1,0,7
130,Eotvos,c.dissimilar,1,1,3,1,8,8,8,8,549,0,0,7
131,Eotvos,c.dissimilar,0,0,2,NA,NA,NA,10,8,NA,1,0,7
132,Eotvos,c.dissimilar,1,0,5,NA,NA,NA,9,9,NA,0,0,7
133,Eotvos,c.dissimilar,0,0,1,NA,NA,NA,2,8,NA,1,0,7
134,Eotvos,c.dissimilar,1,0,3,NA,NA,NA,9,10,NA,0,0,7
135,Eotvos,c.dissimilar,1,0,0,NA,NA,NA,5,5,NA,0,0,7
136,Eotvos,c.dissimilar,0,0,6,NA,NA,NA,8,4,NA,1,0,7
137,Eotvos,c.dissimilar,0,0,5,NA,NA,NA,9,9,NA,1,0,7
138,Eotvos,c.dissimilar,1,0,0,NA,NA,NA,7,5,NA,0,0,7
139,Eotvos,c.dissimilar,0,0,1,NA,NA,NA,10,8,NA,1,0,7
141,Eotvos,c.dissimilar,0,1,5,5,8,7,7,5,549,1,0,7
142,Eotvos,c.dissimilar,1,1,4,1,7,5,9,8,501,0,0,7
143,Eotvos,c.dissimilar,1,1,1,2,6,6,7,6,501,0,0,7
144,Eotvos,c.dissimilar,1,1,6,2,8,10,8,7,543,0,0,7
145,Eotvos,c.dissimilar,0,1,2,1,4,4,2,5,540,1,0,7
146,Eotvos,c.dissimilar,0,1,7,2,7,8,6,6,535,1,0,7
147,Eotvos,c.dissimilar,0,1,4,2,6,7,10,8,546,1,0,7
148,Eotvos,c.dissimilar,1,0,5,NA,NA,NA,2,9,NA,0,0,7
149,Eotvos,c.dissimilar,0,0,3,NA,NA,NA,3,2,NA,1,0,7
150,Eotvos,c.dissimilar,0,0,2,NA,NA,NA,8,5,NA,1,0,7
151,Eotvos,c.dissimilar,1,0,3,NA,NA,NA,3,5,NA,0,0,7
152,Eotvos,c.dissimilar,1,0,2,NA,NA,NA,10,8,NA,0,0,7
153,Eotvos,c.dissimilar,1,1,1,2,2,3,8,1,545,0,0,7
154,Eotvos,c.dissimilar,1,1,8,3,7,8,9,9,516,0,0,7
155,Eotvos,c.dissimilar,0,1,1,3,6,6,8,7,501,1,0,7
156,Eotvos,c.dissimilar,0,0,5,NA,NA,NA,2,9,NA,1,0,7
157,Eotvos,c.dissimilar,0,1,6,5,8,8,6,7,531,1,0,7
158,Eotvos,c.dissimilar,0,1,3,4,6,5,6,2,510,1,0,7
159,Eotvos,c.dissimilar,1,1,4,5,6,4,3,4,522,0,0,7
160,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,3,5,NA,0,0,7
161,Eotvos,c.dissimilar,0,0,1,NA,NA,NA,10,7,NA,1,0,7
162,Eotvos,c.dissimilar,1,0,8,NA,NA,NA,10,10,NA,0,0,7
163,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,7,5,NA,0,0,7
164,Eotvos,c.dissimilar,0,0,4,NA,NA,NA,7,6,NA,1,0,7
165,Eotvos,c.dissimilar,0,1,2,2,5,5,6,8,524,1,0,7
166,Eotvos,c.dissimilar,1,1,5,3,5,5,7,4,537,0,0,7
167,Eotvos,c.dissimilar,0,1,5,3,8,8,2,8,534,1,0,7
168,Eotvos,c.dissimilar,0,1,6,1,8,10,8,10,543,1,0,7
170,Eotvos,c.dissimilar,1,1,2,NA,NA,NA,NA,NA,NA,0,0,7
171,Eotvos,c.dissimilar,0,0,0,NA,NA,NA,8,7,NA,1,0,7
172,Eotvos,c.dissimilar,0,0,7,NA,NA,NA,8,5,NA,1,0,7
173,Eotvos,c.dissimilar,0,0,2,NA,NA,NA,7,10,NA,1,0,7
174,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,10,10,NA,0,0,7
175,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,10,9,NA,0,0,7
176,Eotvos,c.dissimilar,1,0,5,NA,NA,NA,6,7,NA,0,0,7
177,Eotvos,c.dissimilar,0,0,4,NA,NA,NA,10,8,NA,1,0,7
178,Eotvos,c.dissimilar,1,0,1,NA,NA,NA,8,10,NA,0,0,7
